"Country","Region","Infant_deaths","Under_five_deaths","Adult_mortality","Alcohol_consumption","BMI","Incidents_HIV","Population_mln","Thinness_ten_nineteen_years","Thinness_five_nine_years","Schooling","Life_expectancy"
"Maldives","Asia",11.9,13.9,76.243,1.58,24.6,0.17,0.37,14,14.1,4.9,75.9
"El Salvador","Central America and Caribbean",13.8,16.1,184.7965,2.45,27.5,0.19,6.3,1.6,1.6,6.5,72.2
"Malawi","Africa",61.6,104.2,508.1255,1.94,22.2,5.99,12.97,7.3,7.1,3.6,49.1
"Denmark","European Union",4.6,5.5,99.934,11.32,25,0.04,5.38,1.2,1,12.1,76.9
"United States","North America",5.8,6.8,107.377,8.78,28.8,0.12,320.74,0.8,0.6,13.3,78.7
"Albania","Rest of Europe",11.8,13.3,80.9365,4.88,26.1,0.03,2.91,1.4,1.5,9.3,76.6
"Kazakhstan","Asia",29,33.1,277.9125,6.23,25.7,0.06,15.01,2.5,2.6,11.5,66.1
"Burundi","Africa",56.3,85.5,313.1795,4.56,21.4,0.45,8.96,7.6,7.6,2.6,57.9
"Niger","Africa",74.8,159.3,278.9915,0.1,21.3,0.22,14.14,11.6,11.5,1.3,54.2
"Latvia","European Union",4.6,5.5,165.1905,10.6,26.5,0.28,1.99,2.2,2.2,12.9,74.1
"Maldives","Asia",11.1,12.9,75.29,1.69,24.7,0.17,0.38,13.9,14,5.2,76.3
"Venezuela, RB","South America",14.6,17,149.2525,7.75,26.6,0.4,28.03,1.6,1.5,8.3,73.1
"Croatia","European Union",7.2,8.3,122.7795,13.24,25.6,0.01,4.47,2.1,2.1,9.4,72.8
"United Kingdom","Rest of Europe",4.4,5.2,74.2785,10.01,27,0.08,62.77,0.8,0.5,13.2,80.4
"Argentina","South America",12.9,14.5,124.1055,8.15,27.1,0.14,40.79,1,0.9,9.8,75.3
"Argentina","South America",10.2,11.5,117.1895,8.49,27.6,0.13,43.13,1,0.9,9.8,76.1
"Chile","South America",7.7,9.1,101.273,7.57,27,0.15,16.18,0.9,1,9.5,77.6
"Mauritania","Africa",63.8,101.1,216,0.018,24.4,0.24,3.3,9.2,8.9,3.6,62
"Luxembourg","European Union",2.6,3.2,87.8075,12.5,25.9,0.08,0.47,0.9,0.9,11.5,79.3
"Indonesia","Asia",29,35.2,185.497,0.074,22.4,0.21,238.62,1.7,1.6,7.4,68.9
"South Africa","Africa",43,68.9,498.352,7.46,26.8,10.58,49.78,8.9,1.7,9.7,55.4
"Syrian Arab Republic","Middle East",17.2,20.1,117.639,0.61,27.2,0.13,17.83,6.5,6.3,5.4,74.3
"United States","North America",6.7,7.9,111.0235,8.63,28.2,0.13,298.38,0.7,0.6,12.8,77.7
"Gabon","Africa",37.9,54.9,250.7575,7.57,25,1.37,1.82,6.2,6.1,8.1,63.6
"Syrian Arab Republic","Middle East",16.7,20.1,174.2775,0.6,27.8,0.13,21.08,6.3,6.1,6.3,71.3
"Namibia","Africa",45,75.8,446.0665,2.65,22.9,11.85,1.79,15.7,15.9,5.6,52.2
"Bhutan","Asia",27.4,33.1,208.003,0.04,23.8,0.13,0.73,15.4,16,3.1,70.4
"Niger","Africa",55,102.7,257.1655,0.09,21.7,0.07,18.5,1,9.9,1.7,59.5
"Maldives","Asia",31.7,39,130.99,1.99,23.1,0.17,0.28,14.8,14.8,3,70.2
"Turkiye","Middle East",16.6,19.5,118.495,1.52,27.4,0.08,71.32,4.9,4.8,6.5,74.1
"Turkmenistan","Asia",39.1,45.5,207.4435,2.12,25.6,0.08,4.94,3.2,3.3,9.9,66
"Sierra Leone","Africa",117.6,182,447.5425,3.67,22.5,1.32,5.99,8.9,8.9,2.8,46.5
"Micronesia, Fed. Sts.","Oceania",27.4,33.1,171.007,1.75,29.3,0.17,0.1,0.2,0.2,7.2,66.5
"Tanzania","Africa",55.8,88.8,377.871,6.09,22.5,3.27,39.55,7.6,7.5,4.8,55.1
"Thailand","Asia",17,19.9,195.0225,5.86,23,0.53,64.07,9.2,9.5,6.5,71.1
"Tunisia","Africa",15.5,18,97.086,1.25,25.9,0.04,10.74,6.4,6.3,6.9,75.2
"Timor-Leste","Oceania",44.3,52.1,152.246,0.41,21.1,0.1,1.17,1.9,11.1,4.5,68.2
"Syrian Arab Republic","Middle East",27.7,47,181.864,0.19,28.1,0.13,18.71,6.3,6.1,5.6,69.8
"Bangladesh","Asia",38.9,49.1,141.3945,0,21.1,0.01,147.58,18.9,19.4,4.9,69.9
"New Zealand","Oceania",5.6,6.7,78.037,9.17,27.1,0.03,4.09,0.3,0.3,11.6,79.5
"Sweden","European Union",2.4,2.9,54.481,7.2,26,0.08,9.7,1.5,1.3,12.3,82.3
"Ethiopia","Africa",80.3,128.3,385.253,0.16,20,0.95,70.14,11.7,11.6,1.7,53.3
"Malawi","Africa",76.8,131.6,570.632,1.22,22,7.52,12,7.6,7.5,3.3,46.1
"Cyprus","European Union",2.4,2.9,51.6435,9.59,26.8,0.06,1.16,1,1,11.9,80.4
"Jamaica","Central America and Caribbean",17,19.9,154.5105,3.36,26.2,0.79,2.74,1.9,1.7,8.1,74.1
"Jordan","Middle East",15.4,17.9,111.057,0.35,28.8,0.13,8.92,3.9,3.9,10.1,74
"Georgia","Rest of Europe",31.9,36.6,171.5205,3.29,25.8,0.02,4.08,3.1,3.1,11.7,69.9
"Mexico","North America",17.6,20.6,120.3315,4.27,27.4,0.16,110.82,1.7,1.6,8,75.2
"Turkmenistan","Asia",44.4,52.3,218.8545,2.63,25.2,0.08,4.75,3.4,3.4,9.9,65
"Cyprus","European Union",3.1,3.7,60.207,12.03,26.7,0.05,1.08,0.9,1,11.3,79.1
"Belgium","European Union",4.8,5.8,99.6,11.21,25.5,0.08,10.25,0.8,0.8,10,77.7
"Uganda","Africa",79.2,131.6,507.0355,11.64,21.3,4.31,25.17,6.8,6.8,4.2,48.3
"Cabo Verde","Africa",16.7,19.5,125.149,4.54,24.5,0.26,0.52,6.6,6.6,5.9,72.1
"Morocco","Africa",22.6,26.3,73.374,0.46,25.7,0.04,33.72,6.4,6.2,4.8,75.2
"Somalia","Africa",93.8,152.8,323.489,0,22.9,0.13,12.38,6.9,6.7,2.1,54.3
"Qatar","Middle East",8.4,9.8,60.9985,1.16,28.2,0.05,1.22,4.9,4.5,9.6,78.6
"Bolivia","South America",38.7,49.8,212.2145,3.38,25.5,0.19,9.56,1.3,1.2,7.1,66.4
"Lao PDR","Asia",42.1,53.8,195.625,7.09,22.8,0.15,6.74,8.8,8.9,5.1,66.5
"Nepal","Asia",48.2,62.7,209.685,0.23,21.1,0.17,25.42,17.8,18.4,2.7,64.7
"Botswana","Africa",40.3,57.6,413.0785,7.52,24.1,9.09,1.92,8.8,8.6,8.6,56.7
"Nigeria","Africa",89.8,145.6,387.5675,11.04,22.8,0.88,146.34,12.3,12.3,5.2,49.4
"Belarus","Rest of Europe",5.1,6.6,222.907,14.58,26.2,0.2,9.53,2.1,2.3,11.3,70.5
"Turkiye","Middle East",20.5,24.3,125.8835,1.39,27.2,0.08,68.76,5,4.8,6.1,72.8
"Guinea-Bissau","Africa",92.6,150.7,300.923,3.56,22.5,3.12,1.31,9.4,9.3,2.3,51.9
"United Kingdom","Rest of Europe",4.6,5.4,76.195,9.98,26.9,0.08,62.28,0.8,0.5,13.1,80.1
"Lithuania","European Union",5.4,6.7,193.3095,12.97,26.3,0.08,3.16,2.8,2.9,11.5,72.9
"Singapore","Asia",2.2,2.8,57.001,1.89,23.6,0.1,5.18,2.1,2.1,11.2,81.7
"Gabon","Africa",42.9,64.2,286.1745,8.12,24.6,2.03,1.57,6.7,6.5,7.4,60.6
"Belize","Central America and Caribbean",15.2,17.7,181.47,6.35,28.6,0.37,0.34,3.5,3.4,10.5,73
"Kyrgyz Republic","Asia",42.5,49.8,223.7235,5.33,24.7,0.02,4.9,3.6,3.6,9.8,68.6
"Micronesia, Fed. Sts.","Oceania",28.7,34.8,179.2125,2.03,29,0.17,0.11,0.2,0.2,5.8,65.3
"Sweden","European Union",3.1,3.7,66.1935,6.51,25.4,0.08,8.99,1.3,1.3,12.3,80.5
"Mexico","North America",20.2,23.9,124.359,5,27.1,0.15,104.51,1.8,1.8,7.4,75.2
"Niger","Africa",90.1,204.5,289.5665,0.088,20.9,0.38,12.19,12.5,12.5,1.2,51.3
"Eswatini","Africa",50.6,66,459.807,6.49,26.5,15.74,1.08,4.8,4.9,6.1,49.9
"Malta","European Union",6.2,7.1,60.357,6.61,27,0.08,0.4,0.7,0.7,8.6,79.3
"Equatorial Guinea","Africa",79.1,111.2,329.7845,8.96,23.5,4.42,0.94,9,9,5.5,55.6
"Montenegro","Rest of Europe",5.7,6.7,114.563,9.94,26.1,0.03,0.62,2,2,11.1,76
"Syrian Arab Republic","Middle East",16.2,18.9,159.176,0.77,27.7,0.13,21.36,6.4,6.1,6.3,72.1
"Guinea","Africa",86.5,139.5,325.874,0.34,22.1,1.16,8.93,9.5,9.5,1.6,52.5
"Cuba","Central America and Caribbean",4.6,5.8,90.569,4.54,25.5,0.16,11.31,3.4,3.3,11.2,78.5
"Argentina","South America",15.8,17.7,134.5355,7.62,26.4,0.15,38.09,1.2,1,9.3,74.1
"Norway","Rest of Europe",3.2,3.9,69.5825,6.47,26.1,0.03,4.66,0.8,0.7,12.5,80.3
"Barbados","Central America and Caribbean",13.6,14.7,102.8345,8.9,27.5,0.33,0.28,3.8,3.8,10.5,78.5
"Rwanda","Africa",50.2,76.3,272.418,7.51,21.5,1.22,9.52,6.7,6.6,3.2,60.6
"Bangladesh","Asia",57,76.5,162.2605,0.003,20.4,0.01,132.48,2.5,21.1,4.3,66.4
"Timor-Leste","Oceania",47.5,56.3,157.265,0.48,20.9,0.09,1.13,11.2,11.3,4.5,67.7
"North Macedonia","Rest of Europe",12.8,14.4,118.556,5.18,25.8,0.08,2.03,2.7,2.7,7.5,73.2
"Tonga","Oceania",13,15.1,151.8725,1.79,31.5,0.17,0.1,0.1,0.1,9.2,69.8
"Kuwait","Middle East",9.5,11.1,78.3145,0.029,28.8,0.13,2.5,3.2,3.1,6.3,73.8
"Iceland","Rest of Europe",1.8,2.3,55.359,7.66,26.2,0.05,0.33,1,0.9,12.2,82.5
"Greece","European Union",4.9,5.6,80.4475,8.22,26.8,0.04,10.9,0.8,0.8,9.1,78.6
"Mozambique","Africa",95.3,145,436.671,0.6,21.8,3.5,19.33,4,3.9,2.6,49.9
"Netherlands","European Union",4.9,5.9,80.574,9.72,25.1,0.06,16.15,1.1,1,11.1,78.3
"Jamaica","Central America and Caribbean",14.6,17,135.5585,3.02,27.2,0.56,2.84,1.8,1.7,9.2,74
"Senegal","Africa",39.2,58.7,200.5,0.19,22.8,0.14,13.4,1,9.9,2.6,65.4
"Togo","Africa",50.8,75.9,271.709,1.36,23.5,0.72,7.32,6.5,6.2,4.7,59.9
"Libya","Africa",23.4,27.3,143.011,0.002,26.9,0.05,5.44,5.6,5.5,5.8,71
"Paraguay","South America",24.5,29.3,158.8465,5.92,25.6,0.16,5.91,2.2,2.2,7.1,71.9
"Syrian Arab Republic","Middle East",18.2,21.4,120.151,0.9,27,0.13,17.08,6.6,6.5,4.7,73.7
"Malta","European Union",5.8,6.6,52.6155,7.14,27.1,0.08,0.43,0.8,0.8,11.1,82
"Tonga","Oceania",13.4,15.6,153.4715,1.79,31.4,0.17,0.1,0.1,0.1,9.2,69.8
"Trinidad and Tobago","Central America and Caribbean",23.9,27,188.848,5.44,26.2,0.4,1.28,6.4,6.9,9.5,70.2
"Argentina","South America",13.7,15.3,126.9785,8.42,26.9,0.15,40.08,1,0.9,8.9,75
"Finland","European Union",2.5,3,87.05,9.72,26,0.08,5.36,0.9,0.8,12.3,79.9
"Spain","European Union",3.8,4.7,75.851,11.92,26.2,0.09,43.65,0.6,0.5,8.9,80.2
"United Kingdom","Rest of Europe",5.6,6.5,88.0225,10.82,26.3,0.08,58.89,0.7,0.5,11.7,77.7
"Luxembourg","European Union",2.3,2.8,66.6085,11.25,26.2,0.1,0.54,0.9,0.9,11.8,81.8
"Madagascar","Africa",43.4,62.7,227.7835,0.85,21.2,0.2,22.96,7.3,7.2,6.1,64.7
"Mongolia","Asia",28.1,34.1,245.3935,9.12,25,0.02,2.59,2.2,2.4,8.9,66
"Australia","Oceania",4.8,5.8,67.92,9.84,26.6,0.05,20.13,0.7,0.6,11.8,80.5
"Cabo Verde","Africa",23.3,27.8,135.8385,5.4,24,0.27,0.48,8.1,8,4.6,70.7
"Georgia","Rest of Europe",9.7,10.9,158.8825,6.49,27.3,0.14,3.72,2.7,2.8,12.6,72.7
"Sri Lanka","Asia",13.7,16,152.664,1.68,21.6,0.02,18.91,15.4,15.6,10.2,72.2
"Bahrain","Middle East",8.8,10.2,75.8375,1.94,25.2,0.05,0.96,6.1,5.9,8.4,75.5
"Ecuador","South America",23.4,28,156.506,4.19,25.4,0.22,12.91,1.6,1.5,7,73.1
"Estonia","European Union",2.4,3.1,116.351,16.72,26.4,0.08,1.32,1.9,1.9,12.7,77.6
"Algeria","Africa",33.3,38.9,136.2,0.23,24.4,0.01,31.45,6.4,6.3,6.1,71.1
"El Salvador","Central America and Caribbean",18.3,21.4,200.807,2.59,26.9,0.25,6.13,1.8,1.7,6.4,70.8
"Turkmenistan","Asia",36.7,42.5,197.405,2.88,25.9,0.08,5.17,3.2,3.3,9.9,66.9
"Thailand","Asia",12.8,14.9,165.9995,7.54,23.6,0.27,66.53,8.5,8.6,7.3,73.3
"Seychelles","Africa",11.9,13.8,159.664,7.25,26,3.5,0.09,5.9,6.3,7.9,73.1
"Bhutan","Asia",28.5,34.6,212.0515,0.21,23.7,0.13,0.72,15.7,16.2,3.1,70
"Cuba","Central America and Caribbean",5.1,6.4,94.886,4.28,25.2,0.15,11.23,3.4,3.2,11,78.3
"Spain","European Union",3.1,3.8,64.95,8.94,26.2,0.09,46.58,0.6,0.5,9.4,81.6
"Mexico","North America",14.9,17.3,113.631,3.81,27.7,0.16,118.83,1.6,1.5,8.4,74.9
"Iran, Islamic Rep.","Middle East",17.4,20.4,112.6595,0.027,25.7,0.1,72.92,7.7,7.9,8.8,73.5
"Tunisia","Africa",25,29.9,111.903,1.2,25.1,0.01,9.71,6.6,6.5,4.9,73.2
"Bulgaria","European Union",12.5,15.1,153.633,10.92,25.5,0.02,7.78,2.3,2.4,10.1,72.1
"Estonia","European Union",5.2,6.6,184.2685,17.87,25.9,0.08,1.35,2.1,2.2,12.2,72.7
"Congo, Rep.","Africa",41.7,59.7,296.2345,1.9,22.9,1.99,4.39,8,7.6,6.2,60.8
"India","Asia",64.4,88.1,218.9925,0.98,20.7,0.27,1075,27.5,28.5,4.5,62.9
"Indonesia","Asia",36.4,45.5,191.3535,0.05,21.9,0.19,220.31,1.9,11,7.2,66.6
"Guinea","Africa",70.5,110.7,275.624,0.25,22.8,0.71,10.89,7.7,7.6,2.6,58.4
"Afghanistan","Asia",61.8,84,245.3,0.01,22.8,0.02,30.12,18.2,18.2,3.3,61.6
"Ecuador","South America",17.7,20.8,138.1625,4.12,26.2,0.17,14.54,1.3,1.2,7.9,74.7
"Jordan","Middle East",18.7,21.9,119.304,0.56,28.3,0.13,6.26,3.8,3.8,9.8,72.9
"Portugal","European Union",3.4,4.4,94.1855,11.81,25.8,0.18,10.52,0.7,0.5,7.6,78.4
"Guinea-Bissau","Africa",62.1,95.7,274.1415,3.07,23.3,1.59,1.69,7.3,7.1,2.9,56.6
"Burundi","Africa",62.9,97.1,326.7455,4.49,21.3,0.59,8.4,7.8,7.8,2.6,56.5
"Sao Tome and Principe","Central America and Caribbean",42.1,60.4,211.171,5.92,23.9,0.75,0.15,7.2,7.2,4.4,64
"Belgium","European Union",3.6,4.4,80.8845,10.27,25.9,0.08,10.9,0.9,0.9,11.1,80.2
"Pakistan","Asia",77.9,98.1,182.265,0.014,22.9,0.13,156.66,21.4,21.8,4.3,63.7
"Philippines","Asia",23.4,29.6,199.7365,4.52,23.1,0.1,102.11,1,9.7,9.3,70.6
"Poland","European Union",4.3,5,113.623,10.45,26.5,0.08,38.01,1.9,2.1,11.3,77.6
"Georgia","Rest of Europe",13.9,15.6,174.0635,6.26,26.7,0.12,3.81,2.6,2.8,12.2,71.2
"Fiji","Oceania",20.2,23.8,202.2175,1.96,27,0.06,0.85,4,3.7,9.4,66.5
"Lithuania","European Union",4,4.9,167.375,14.9,26.4,0.09,2.93,2.6,2.7,13,74.5
"Namibia","Africa",39.4,70.6,497.9455,1.97,23.4,8.45,1.94,13.1,13.1,6,50.9
"Somalia","Africa",103,170.1,334.038,0.0003,22.6,0.13,11.08,7.3,7.1,2.1,53
"Guatemala","Central America and Caribbean",32,39.4,188.8115,2.36,25.7,0.16,13.48,1.3,1.3,3.9,70.4
"Congo, Dem. Rep.","Africa",81.3,109.9,277.445,4.19,21.6,0.49,66.76,1.2,1,5.6,57.4
"New Zealand","Oceania",5.9,7.2,82.092,8.69,26.8,0.02,3.88,0.3,0.3,11.6,78.7
"Pakistan","Asia",71.5,89.1,172.1295,0.035,23.3,0.13,175.53,2.5,2.9,4.5,65
"Japan","Asia",3,4.1,70.123,7.86,22.5,0.17,127.45,1.7,1.4,10.9,81.6
"Vietnam","Asia",18.3,22.9,131.235,2.26,21,0.17,87.97,14.5,15.4,7.5,74.8
"Ethiopia","Africa",59.8,91.6,293.293,0.32,20.2,0.44,82.92,11.2,1.9,2.2,59.6
"Turkmenistan","Asia",54.7,66,233.3245,2.36,24.8,0.08,4.56,3.6,3.5,9.9,63.8
"Senegal","Africa",48.2,79.4,229.0005,0.34,22.6,0.36,11.69,11,1.9,2.4,62.1
"Bahrain","Middle East",7.3,8.5,71.212,1.96,25,0.05,1.24,6,5.9,8.4,76.1
"Costa Rica","Central America and Caribbean",10.1,12.1,97.533,4.16,26,0.14,4.1,2.2,2.2,8,77.7
"Comoros","Africa",65.3,89.5,251.6725,0.12,23.6,0.02,0.66,7.2,7.1,3.7,61.1
"Japan","Asia",2.2,3,58.395,8.5,22.7,0.17,127.63,1.9,1.7,12,83.1
"Zimbabwe","Africa",50.7,92.6,719.3605,2.39,23.3,11.04,11.95,1.2,1.3,6.9,43.5
"Austria","European Union",3.8,4.5,74.9395,12.03,25.3,0.08,8.32,1.7,1.9,11.5,80.4
"Mali","Africa",83.3,145.4,291.4325,0.56,22.3,0.65,13.65,9.4,9.3,1.8,53.6
"Romania","European Union",7.7,9.2,128.603,9.45,26.7,0.04,19.82,2.5,2.7,10.9,74.9
"El Salvador","Central America and Caribbean",22.4,26.6,211.067,2.78,26.5,0.32,6.02,1.9,1.8,5.8,69.9
"Eswatini","Africa",51.5,73.4,483.806,6.89,26.4,15.78,1.07,5.1,5.2,5.9,48.1
"Israel","Middle East",4.7,5.8,69.781,2.44,26.5,0.08,6.81,1.1,1.1,12.2,80.1
"Ghana","Africa",62.1,95.7,300.102,1.85,22.7,1.66,19.76,9,9,6.2,57.2
"Papua New Guinea","Oceania",44.9,57.9,234.9045,0.73,25,0.37,7.31,1.4,1.3,4,62
"St. Lucia","Central America and Caribbean",16,18.4,159.182,12.87,27.8,0.4,0.16,4.4,4.4,7.5,74.1
"Haiti","Central America and Caribbean",52.8,69.9,243.6235,2.78,25.2,0.67,10.7,3.9,3.9,5.2,62.5
"China","Asia",14.8,18.5,97.3465,4.27,23,0.1,1324.66,4.5,4,7,73.8
"Ecuador","South America",21.5,25.4,152.0585,4.04,25.7,0.2,13.37,1.5,1.4,7.1,73.6
"South Africa","Africa",47.9,74.3,487.278,7.47,26.3,12.12,46.15,14.5,17.1,8.5,54.3
"Mozambique","Africa",72.7,107.3,388.763,0.69,22.3,3.5,22.89,3.7,3.6,3.1,51.7
"Bahamas, The","Central America and Caribbean",13.3,15.6,167.804,9.21,27.5,0.49,0.35,2.5,2.5,10.9,72.1
"Kiribati","Oceania",51.7,68.1,222.442,0.56,28.7,0.17,0.08,0.2,0.2,6.8,63.1
"North Macedonia","Rest of Europe",9,10.1,101.497,3.54,26.4,0.08,2.06,2.2,2.2,9.3,74.9
"United Arab Emirates","Middle East",8.9,10.3,89.586,1.57,27.4,0.13,3.71,5.2,5,8.7,75
"Equatorial Guinea","Africa",101.7,147.1,331.213,7.12,22.8,3.61,0.66,1.4,1.3,5.4,53.8
"Denmark","European Union",3.5,4.1,72.3825,9.44,25.3,0.04,5.61,1.1,0.9,13.2,80.3
"Haiti","Central America and Caribbean",56.4,75.6,252.566,2.43,24.8,0.78,10.25,3.9,3.9,4.9,61.3
"Syrian Arab Republic","Middle East",16.1,18.8,144.074,0.76,27.6,0.13,21.21,6.4,6.2,6.6,72.9
"Tunisia","Africa",16.6,19.4,100.8905,1.28,25.7,0.04,10.41,6.3,6.3,6.3,74.7
"Italy","European Union",4.1,4.8,70.0145,9.3,25.5,0.09,57.31,0.5,0.5,8.9,80
"Samoa","Oceania",16.6,19.4,157.807,3.62,30.9,0.17,0.18,0.2,0.2,9.3,70.1
"Zambia","Africa",52.9,83.6,412.802,3.05,22.1,5.93,13.22,6.7,6.6,6.5,54.1
"Vietnam","Asia",19.4,24.4,135.3425,1.35,20.6,0.22,84.62,15.1,15.9,6.6,74.3
"Ecuador","South America",17,19.9,135.975,4.2,26.4,0.16,14.77,1.3,1.2,7.9,74.9
"France","European Union",3.2,4.4,86.635,12.53,25,0.11,64.37,0.6,0.6,10.7,81.2
"Egypt, Arab Rep.","Africa",33.5,41.5,173.8735,0.14,27.9,0.13,71.49,3.4,3.4,5.1,69
"Norway","Rest of Europe",3.3,4.1,72.1705,6.37,26,0.03,4.62,0.8,0.7,12.4,80
"Vietnam","Asia",20.4,25.6,136.4285,1.13,20.3,0.25,83.06,15.4,16.1,6.2,73.9
"St. Lucia","Central America and Caribbean",17.3,19.7,145.0685,10.33,28.7,0.4,0.17,4.3,4.3,8.4,74.9
"Samoa","Oceania",18.1,21.2,176.802,3,30.5,0.17,0.17,0.2,0.2,8.8,68.7
"Latvia","European Union",8.6,10.5,221.1375,9.92,25.9,0.15,2.24,2.5,2.5,12.1,71.4
"Panama","Central America and Caribbean",20.5,24.1,124.5355,4.92,25.9,0.4,3.21,2.2,2.2,8.8,75.6
"Botswana","Africa",40.1,55.3,387.5165,5.36,24.1,8.27,1.95,8.4,8.2,8.8,58.4
"Malaysia","Asia",6.8,8,126.1405,0.55,25.3,0.16,29.07,7.9,7.7,10.1,74.9
"Cabo Verde","Africa",19.2,22.5,129.522,3.73,24.4,0.26,0.51,6.9,6.9,5.6,71.7
"Angola","Africa",85.5,137.7,288.09,5.19,22.6,1.41,21.7,9.5,9.4,4.6,53.2
"New Zealand","Oceania",4.7,5.7,68,8.98,27.9,0.03,4.52,0.4,0.3,12.2,81.4
"Netherlands","European Union",3.5,4.1,58.8975,8.38,25.5,0.04,16.87,1,0.9,12.1,81.7
"Chad","Africa",84.1,147.7,382.1715,0.55,21.6,0.64,11.95,9.4,9.3,1.9,50.9
"Nigeria","Africa",109.8,182.9,406.369,11.47,22.3,1.39,122.28,14.3,14.4,5.2,46.3
"Tajikistan","Asia",33.4,38.4,135.904,0.83,25.8,0.11,8.25,3.6,3.7,10.6,69.9
"Saudi Arabia","Middle East",14.2,16.5,101.6475,0.054,27.8,0.13,23.82,7.2,7.3,7.6,73.3
"Sao Tome and Principe","Central America and Caribbean",31.9,42.9,200.4685,4.56,24.3,0.39,0.17,6.5,6.4,4.7,66.4
"Colombia","South America",16.2,18.9,149.414,4.24,25.6,0.2,44.75,2.2,2,7.3,75.2
"Yemen, Rep.","Middle East",60,81.2,248.7515,0.04,22.6,0.02,18.99,14,13.9,1.6,62.4
"Mauritania","Africa",58.8,90.5,208,0,24.7,0.17,3.71,8.3,8.1,4,63.1
"Jamaica","Central America and Caribbean",16.2,18.9,144.357,3.35,26.6,0.63,2.78,1.9,1.7,8.6,74.1
"Burkina Faso","Africa",87.6,170.4,322.705,5.48,21.1,0.76,12.29,11,1.6,1.3,51.4
"Honduras","Central America and Caribbean",20.6,24.4,155.5755,2.76,25.9,0.09,8.15,2.3,2.2,5.2,73.1
"Belgium","European Union",3.5,4.3,78.0865,10.09,26,0.08,11.11,0.9,0.9,11.2,80.4
"Congo, Rep.","Africa",43,62,308.065,1.75,22.8,2.02,4.27,8.1,7.7,6.1,60.1
"Panama","Central America and Caribbean",21.4,25.4,124.62,4.9,25.7,0.4,3.09,2.3,2.3,8.6,75.2
"Malaysia","Asia",8.7,10.2,135.1495,0.56,23.8,0.26,23.19,9.8,9.6,8.6,72.6
"Spain","European Union",4.4,5.4,83.203,11.61,26.1,0.11,40.57,0.6,0.5,8.4,79
"Guinea","Africa",92.7,150.9,340.4565,0.21,21.9,1.28,8.59,9.9,9.9,1.5,51.5
"Grenada","Central America and Caribbean",14,16,142.566,7.88,26.8,0.4,0.11,3.8,3.8,8.6,72.5
"Niger","Africa",78.5,170.2,281.6355,0.096,21.2,0.24,13.62,11.9,11.8,1.3,53.4
"Benin","Africa",68.3,106.7,253.2105,1.47,23.2,0.46,9.46,7.6,7.5,2.8,59.6
"New Zealand","Oceania",5.1,6.1,69.92,9.62,27.6,0.04,4.35,0.3,0.3,12,80.7
"Jamaica","Central America and Caribbean",15.4,18,139.9575,2.94,26.9,0.58,2.81,1.8,1.7,8.9,74
"Mexico","North America",21,24.9,125.2595,5.01,27,0.15,103.08,1.9,1.8,7.1,75.1
"Cote d'Ivoire","Africa",65.7,90.8,396.458,1.54,23.7,0.63,23.23,5.5,5.5,5,56.1
"Lao PDR","Asia",47.6,61.9,207.3365,6.33,22.4,0.16,6.44,9.1,9.2,5,65.3
"Romania","European Union",18.1,21.6,180.5335,9,24.8,0.05,22.44,4,4.3,9.9,71.2
"Denmark","European Union",3.4,4.1,78.101,10.45,25.3,0.04,5.57,1.1,0.9,12.7,79.8
"Kiribati","Oceania",49.3,64.4,207.2785,0.49,29.6,0.17,0.1,0.1,0.1,7.9,65.8
"Poland","European Union",4.7,5.4,124.316,10.21,26.3,0.08,38.06,2,2.1,11.7,76.7
"St. Vincent and the Grenadines","Central America and Caribbean",16.2,18,156.9805,6.96,26.9,0.4,0.11,3.5,3.4,8.6,71.9
"Burundi","Africa",82.3,131.9,349.848,6.24,20.9,0.95,7.13,8.4,8.4,2.2,52.5
"Angola","Africa",105.7,175.1,329.306,2.41,22.2,1.45,18.76,1.2,1.1,4.4,49.3
"Kyrgyz Republic","Asia",37.1,43.1,223.222,6.35,25,0.06,5.04,3.5,3.5,10,68.3
"Colombia","South America",20.6,24.3,167.909,4.31,24.9,0.23,40.26,2.5,2.3,6.5,73.2
"Benin","Africa",69.6,109,255.2535,1.35,23.1,0.5,9.2,7.8,7.6,2.8,59.3
"Cote d'Ivoire","Africa",85.2,125.6,445.889,0.85,23.1,2.33,18.35,7.2,7.1,3.7,50.1
"Myanmar","Asia",60.7,82.3,231.354,0.61,21.5,0.5,48.15,13.3,13.6,3.4,61
"Denmark","European Union",3.7,4.4,87.314,10.7,25.2,0.04,5.49,1.1,0.9,12.9,78.4
"Lebanon","Middle East",8.3,9.7,65.846,1.3,27.2,0.03,5.2,4.7,4.7,8,78.5
"Israel","Middle East",3.7,4.6,60.016,2.78,26.9,0.08,7.62,1.2,1.1,12.6,81.6
"Indonesia","Asia",25,30,179.2695,0.09,22.8,0.18,251.81,1.5,1.3,7.8,70.2
"Angola","Africa",75.9,120.4,270.221,7.58,22.8,1.33,23.36,9.1,9,4.7,55.4
"Tunisia","Africa",17.2,20.2,102.159,1.17,25.7,0.04,10.3,6.3,6.3,6.1,74.6
"Algeria","Africa",33.9,39.7,140.486,0.25,24.3,0.01,31.04,6.5,6.4,5.9,70.6
"Rwanda","Africa",44,63.8,246.635,7.13,21.7,1.04,10.04,6.5,6.3,3.8,63.4
